imps,rev,day,country,ad_type,brand,subset
7117.46055,25.41552284,10/29/2018,United States,PREFERRED_DEAL,brand4,desktop
6984.47934,62.3970415,11/1/2018,United States,PRICE_PRIORITY,brand4,desktop
6811.600216,0,11/3/2018,International,HOUSE,brand4,phone
6559.824212,3.876802939,10/29/2018,International,SPONSORSHIP,brand4,desktop
6325.632172,24.72159708,11/3/2018,United States,PREFERRED_DEAL,brand4,desktop
6282.597227,37.80128334,10/29/2018,United States,adx,brand4,phone
6241.792859,50.1429347,10/29/2018,United States,PRICE_PRIORITY,brand4,desktop
5736.438899,19.68373625,10/29/2018,United States,adx,brand4,desktop
5733.326451,24.06383413,10/31/2018,United States,PREFERRED_DEAL,brand4,phone
4921.315974,38.64568135,11/4/2018,United States,SPONSORSHIP,brand4,desktop
4856.348507,10.31074105,11/3/2018,International,PRICE_PRIORITY,brand4,phone
4630.199361,0,10/29/2018,United States,HOUSE,brand4,phone
3961.179316,6.644246661,11/4/2018,International,SPONSORSHIP,brand4,desktop
3270.544694,5.499785882,11/1/2018,International,SPONSORSHIP,brand4,desktop
3222.201732,0,11/2/2018,International,HOUSE,brand4,phone
3123.461667,42.25879204,10/31/2018,United States,PREFERRED_DEAL,brand4,desktop
3083.968068,0,11/2/2018,United States,HOUSE,brand4,phone
3042.5272,4.756479611,10/31/2018,International,PRICE_PRIORITY,brand4,desktop
2912.485859,0,11/4/2018,International,HOUSE,brand4,desktop
2616.603399,108.3048601,10/29/2018,International,STANDARD,brand4,phone
2585.189037,14.37319214,11/3/2018,United States,SPONSORSHIP,brand4,desktop
2459.637459,0,11/3/2018,United States,HOUSE,brand4,phone
2397.020874,9.508811529,10/30/2018,International,PRICE_PRIORITY,brand4,desktop
2263.690656,0,11/3/2018,International,HOUSE,brand4,desktop
2155.76086,109.5907755,10/29/2018,United States,SPONSORSHIP,brand4,phone
1945.519239,61.93313803,11/3/2018,International,STANDARD,brand4,phone
1908.462432,1.417379182,11/2/2018,International,PRICE_PRIORITY,brand4,phone
1266.187037,0,11/4/2018,United States,HOUSE,brand4,phone
1175.697676,58.51163677,11/2/2018,United States,SPONSORSHIP,brand4,phone
1166.477278,0,11/1/2018,United States,HOUSE,brand4,phone
1063.652289,63.16102591,10/31/2018,United States,SPONSORSHIP,brand4,phone
690.2214174,70.87108035,11/1/2018,United States,SPONSORSHIP,brand4,phone
656.7769788,2.537104957,10/30/2018,United States,PREFERRED_DEAL,brand4,phone
559.0432241,67.52544813,10/29/2018,United States,PREFERRED_DEAL,brand4,phone
508.2793526,0,10/30/2018,United States,HOUSE,brand4,phone
357.3175632,18.65541547,10/30/2018,United States,SPONSORSHIP,brand4,phone
216.1106605,8.125364997,11/4/2018,United States,SPONSORSHIP,brand4,phone
206.4341807,1.531768442,11/3/2018,International,SPONSORSHIP,brand4,phone
190.8997516,7.584959361,11/4/2018,International,SPONSORSHIP,brand4,phone
186.0549266,8.637721352,11/2/2018,International,SPONSORSHIP,brand4,phone
159.3753925,36.07020361,10/30/2018,United States,PREFERRED_DEAL,brand4,desktop
114.0182245,2.276910298,10/30/2018,International,SPONSORSHIP,brand4,phone
76.55245629,2.540145227,10/31/2018,International,SPONSORSHIP,brand4,phone
54.55833074,0.501028903,10/29/2018,International,SPONSORSHIP,brand4,phone
9.607935892,2.810968718,11/3/2018,United States,SPONSORSHIP,brand4,phone
2.560642491,3.419015037,11/1/2018,International,SPONSORSHIP,brand4,phone
0.876431505,0.001805277,10/30/2018,United States,PRICE_PRIORITY,brand4,phone
793450.7444,9193.008657,10/30/2018,United States,STANDARD,brand5,desktop
326889.765,4508.468387,11/2/2018,United States,STANDARD,brand5,desktop
324174.0819,1415.471608,11/4/2018,United States,STANDARD,brand5,desktop
286552.4715,3196.226709,10/29/2018,United States,SPONSORSHIP,brand5,desktop
245439.0995,404.0450689,10/31/2018,United States,STANDARD,brand5,phone
232198.5679,1899.154938,10/29/2018,United States,STANDARD,brand5,phone
224694.3546,5565.73473,10/29/2018,United States,STANDARD,brand5,desktop
180068.2494,4216.530355,11/3/2018,United States,STANDARD,brand5,desktop
171885.4967,5625.045873,10/31/2018,United States,STANDARD,brand5,desktop
151591.1318,177.8797917,11/1/2018,United States,STANDARD,brand5,phone
112106.3388,2759.359401,11/4/2018,United States,STANDARD,brand5,phone
87691.00833,2473.724498,10/31/2018,United States,SPONSORSHIP,brand5,desktop
76865.15269,3.367493984,11/2/2018,International,PRICE_PRIORITY,brand5,desktop
73196.28097,2277.346786,10/30/2018,United States,SPONSORSHIP,brand5,desktop
61776.35574,2734.884158,10/30/2018,United States,STANDARD,brand5,phone
57898.19671,101.2997421,11/3/2018,United States,PRICE_PRIORITY,brand5,desktop
57288.61118,1.546926778,11/4/2018,United States,adx,brand5,phone
52940.91879,502.5663361,10/30/2018,International,STANDARD,brand5,desktop
52735.58757,31.27782142,11/3/2018,International,PRICE_PRIORITY,brand5,desktop
45333.91984,49.37781887,10/30/2018,International,PRICE_PRIORITY,brand5,desktop
45329.57576,192.9654545,11/2/2018,International,STANDARD,brand5,desktop
45117.62418,0,10/31/2018,International,HOUSE,brand5,desktop
43442.4295,0,11/2/2018,International,HOUSE,brand5,desktop
41271.4319,16.92845426,10/31/2018,International,PRICE_PRIORITY,brand5,desktop
40958.49858,0,10/30/2018,International,HOUSE,brand5,phone
39675.36806,100.4382959,11/4/2018,United States,PRICE_PRIORITY,brand5,desktop
35069.04361,42.8177029,11/2/2018,United States,PRICE_PRIORITY,brand5,desktop
33621.71826,83.42073703,11/1/2018,United States,adx,brand5,phone
32747.1471,18.80131698,11/3/2018,International,adx,brand5,phone
31656.2044,31.5297864,10/30/2018,United States,adx,brand5,phone
31049.71497,39.97281239,11/1/2018,United States,adx,brand5,desktop
29248.59539,14.62076524,11/4/2018,International,adx,brand5,phone
28924.17554,524.2509439,10/29/2018,International,STANDARD,brand5,desktop
28217.58476,8.751661975,10/31/2018,International,adx,brand5,desktop
27906.32007,0,11/1/2018,International,HOUSE,brand5,desktop
26936.34826,3.000733121,10/29/2018,International,adx,brand5,desktop
26211.02325,10.09359904,11/1/2018,International,adx,brand5,phone
25793.79991,11.84723816,10/29/2018,International,adx,brand5,phone
25786.15257,6.405772264,11/4/2018,International,PRICE_PRIORITY,brand5,desktop
24964.94993,57.44613243,11/3/2018,United States,adx,brand5,phone
23950.17542,0,10/29/2018,International,HOUSE,brand5,desktop
21513.11918,4.542205465,11/2/2018,International,adx,brand5,desktop
20692.20888,1429.303626,11/3/2018,United States,STANDARD,brand5,phone
20487.39365,154.8584897,11/4/2018,International,STANDARD,brand5,desktop
20413.78243,4767.669598,11/1/2018,United States,STANDARD,brand5,desktop
20201.06009,84.93814418,10/31/2018,International,SPONSORSHIP,brand5,desktop
19980.14532,3.650461894,11/1/2018,International,SPONSORSHIP,brand5,desktop
19546.10502,22.58789816,10/31/2018,International,adx,brand5,phone
18942.16001,2.113870218,11/3/2018,United States,adx,brand5,desktop
18102.90704,0,11/1/2018,International,HOUSE,brand5,phone
17968.66633,64.67361214,10/29/2018,United States,adx,brand5,phone
17439.7921,97.53152378,11/2/2018,United States,adx,brand5,phone
16693.23471,85.30418259,10/30/2018,International,SPONSORSHIP,brand5,desktop
16401.1956,11.08889641,11/1/2018,International,PRICE_PRIORITY,brand5,desktop
14642.95279,9.678031799,11/2/2018,International,SPONSORSHIP,brand5,desktop
14619.54363,1905.661678,11/2/2018,United States,STANDARD,brand5,phone
14274.2314,21.18778819,11/1/2018,United States,PRICE_PRIORITY,brand5,desktop
14117.93267,23.10924295,10/31/2018,United States,adx,brand5,desktop
13819.56394,0,10/31/2018,International,HOUSE,brand5,phone
13732.55689,15.35077668,10/29/2018,International,PRICE_PRIORITY,brand5,desktop
13543.50797,2.938178247,11/4/2018,International,adx,brand5,desktop
11988.49665,0,10/29/2018,International,HOUSE,brand5,phone
11194.67521,838.9620683,11/4/2018,United States,SPONSORSHIP,brand5,desktop
11143.28744,32.976058,11/2/2018,United States,adx,brand5,desktop
9897.216297,14.63468404,11/4/2018,International,SPONSORSHIP,brand5,desktop
9406.540525,518.6295822,10/31/2018,International,STANDARD,brand5,desktop
9369.263872,24.13410505,10/30/2018,International,adx,brand5,phone
9270.453272,17.13961947,10/30/2018,International,adx,brand5,desktop
8214.508668,85.01946932,11/1/2018,United States,SPONSORSHIP,brand5,desktop
8148.682119,109.9882817,11/3/2018,United States,SPONSORSHIP,brand5,desktop
6695.380086,13.31839746,10/29/2018,International,SPONSORSHIP,brand5,desktop
6555.463388,34.72422906,11/2/2018,International,STANDARD,brand5,phone
6527.113441,0,11/3/2018,International,HOUSE,brand5,desktop
5529.300818,0,10/30/2018,International,HOUSE,brand5,desktop
5496.761849,21.82907543,10/30/2018,United States,PRICE_PRIORITY,brand5,desktop
5376.831231,69.0242517,11/3/2018,International,SPONSORSHIP,brand5,desktop
5266.684891,39.72095134,11/2/2018,International,adx,brand5,phone
4696.545076,1.91841804,11/3/2018,International,adx,brand5,desktop
4615.137132,15.5433073,10/31/2018,United States,adx,brand5,phone
4458.213134,19.70793279,11/2/2018,United States,PREFERRED_DEAL,brand5,phone
3877.139484,0,10/31/2018,United States,HOUSE,brand5,desktop
3285.790729,17.02839599,11/1/2018,International,STANDARD,brand5,phone
3000.895489,72.06821737,11/3/2018,International,STANDARD,brand5,desktop
2798.576093,0,10/30/2018,International,SPONSORSHIP,brand5,phone
2643.195044,0.914379298,11/2/2018,United States,SPONSORSHIP,brand5,desktop
2584.897192,0,11/2/2018,International,SPONSORSHIP,brand5,phone
2557.077688,0,11/3/2018,International,HOUSE,brand5,phone
2513.88231,10.54318075,11/1/2018,United States,PREFERRED_DEAL,brand5,phone
2305.495563,35.20660034,11/4/2018,International,STANDARD,brand5,phone
2181.337978,10.7458364,10/29/2018,International,STANDARD,brand5,phone
1842.678276,7.567865143,11/1/2018,International,adx,brand5,desktop
1705.967714,0.944839596,10/29/2018,United States,PRICE_PRIORITY,brand5,desktop
1608.899946,43.44937231,11/4/2018,United States,adx,brand5,desktop
1531.902634,0,10/29/2018,United States,HOUSE,brand5,desktop
1417.417129,0,10/31/2018,International,SPONSORSHIP,brand5,phone
1366.118801,0,11/2/2018,International,HOUSE,brand5,phone
1088.075482,7.290152981,11/3/2018,International,STANDARD,brand5,phone
905.8069194,15.90438514,11/4/2018,United States,PREFERRED_DEAL,brand5,desktop
865.8126854,4.820623464,11/2/2018,United States,PREFERRED_DEAL,brand5,desktop
745.37355,9.543510012,11/3/2018,United States,PREFERRED_DEAL,brand5,desktop
732.3196688,3.049094141,10/31/2018,International,STANDARD,brand5,phone
726.478864,9.788137876,11/3/2018,United States,PREFERRED_DEAL,brand5,phone
720.7281145,0,11/4/2018,International,SPONSORSHIP,brand5,phone
656.4914189,3.265952517,10/31/2018,United States,PREFERRED_DEAL,brand5,phone
610.5060624,0,11/3/2018,International,SPONSORSHIP,brand5,phone
597.9625876,0,11/1/2018,United States,HOUSE,brand5,phone
555.5413383,20.04422271,10/30/2018,International,STANDARD,brand5,phone
549.193176,0,11/1/2018,International,SPONSORSHIP,brand5,phone
505.5099539,663.501261,11/1/2018,International,STANDARD,brand5,desktop
499.2132714,0,11/4/2018,International,HOUSE,brand5,desktop
425.9742204,0,11/2/2018,United States,HOUSE,brand5,phone
375.60835,4.163719287,10/31/2018,United States,PRICE_PRIORITY,brand5,desktop
332.8875816,0,10/29/2018,International,SPONSORSHIP,brand5,phone
293.3347731,0,11/3/2018,United States,HOUSE,brand5,phone
282.7228736,13.69585318,11/4/2018,United States,PREFERRED_DEAL,brand5,phone
279.1017919,5.011477451,10/29/2018,United States,PREFERRED_DEAL,brand5,phone
268.6704634,2.083102502,10/31/2018,United States,PREFERRED_DEAL,brand5,desktop
239.8385537,0,11/4/2018,International,HOUSE,brand5,phone
216.8899257,1.556770155,10/29/2018,United States,PREFERRED_DEAL,brand5,desktop
153.1178009,2.263058751,10/30/2018,United States,PREFERRED_DEAL,brand5,desktop
116.0957667,21.10069786,10/30/2018,United States,adx,brand5,desktop
110.6627152,2.373928245,10/29/2018,United States,adx,brand5,desktop
100.1392437,1.173364161,10/30/2018,United States,PREFERRED_DEAL,brand5,phone
49.48206719,0,11/4/2018,United States,HOUSE,brand5,phone
42.91953482,0.896970845,11/1/2018,United States,PREFERRED_DEAL,brand5,desktop
18.36285668,0,10/29/2018,United States,SPONSORSHIP,brand5,phone
2.465666833,0.0183253,11/3/2018,United States,PRICE_PRIORITY,brand5,phone
1.906068661,0.000650237,11/1/2018,United States,PRICE_PRIORITY,brand5,phone
1.183983785,0.0015366,11/1/2018,International,PRICE_PRIORITY,brand5,phone
0.844574812,0,11/1/2018,United States,HOUSE,brand5,desktop
0.513332204,1.03E-04,10/29/2018,International,PRICE_PRIORITY,brand5,phone
0.402659916,7.02E-05,10/30/2018,International,PRICE_PRIORITY,brand5,phone
0.200773564,0,10/30/2018,United States,HOUSE,brand5,desktop
714712.3286,3473.467624,11/3/2018,United States,PREFERRED_DEAL,brand6,phone
420630.0513,3208.548094,11/1/2018,United States,STANDARD,brand6,phone
362997.3537,1116.926914,10/29/2018,United States,STANDARD,brand6,phone
348778.5667,2124.418867,11/3/2018,United States,STANDARD,brand6,phone
330223.1361,127.7769046,11/3/2018,International,adx,brand6,phone
309878.2481,47.14121054,11/4/2018,International,adx,brand6,phone
307156.8192,2287.760518,10/30/2018,United States,STANDARD,brand6,desktop
296133.4152,3298.908242,10/31/2018,United States,STANDARD,brand6,phone
240728.1229,177.8095744,11/2/2018,United States,PREFERRED_DEAL,brand6,phone
224894.2565,1940.079474,11/3/2018,United States,STANDARD,brand6,desktop
215231.3163,86.26595226,11/2/2018,International,adx,brand6,phone
171742.8082,909.3678683,10/29/2018,United States,PREFERRED_DEAL,brand6,phone
143733.0008,114.7187644,10/29/2018,International,adx,brand6,phone
140395.8908,912.3539373,11/4/2018,United States,STANDARD,brand6,phone
108386.4565,1775.612679,10/29/2018,United States,STANDARD,brand6,desktop
102242.5749,172.0942117,10/29/2018,United States,adx,brand6,phone
98549.62012,410.2113686,11/3/2018,United States,adx,brand6,phone
93508.297,22.28536714,11/2/2018,United States,adx,brand6,phone
80288.73326,156.7203605,10/30/2018,United States,adx,brand6,phone
79314.18596,60.57828398,11/3/2018,United States,PRICE_PRIORITY,brand6,phone
74214.94399,1357.157607,11/4/2018,United States,PREFERRED_DEAL,brand6,phone
71954.22687,0,10/30/2018,International,HOUSE,brand6,phone
71599.25,1380.521495,11/1/2018,United States,STANDARD,brand6,desktop
58221.57485,9.178567644,11/4/2018,United States,adx,brand6,phone
56561.41314,1783.619424,11/1/2018,United States,PREFERRED_DEAL,brand6,phone
55003.26129,187.6904384,10/31/2018,United States,STANDARD,brand6,desktop
51811.82783,0,10/31/2018,International,HOUSE,brand6,phone
49023.71489,216.6088592,11/4/2018,United States,PRICE_PRIORITY,brand6,phone
43811.69734,26.06225493,10/31/2018,International,adx,brand6,phone
41781.79451,695.2425604,11/4/2018,United States,STANDARD,brand6,desktop
41508.62473,972.180253,10/29/2018,United States,SPONSORSHIP,brand6,desktop
39525.9273,159.8675117,10/30/2018,International,adx,brand6,phone
38954.51486,336.9570152,11/1/2018,United States,adx,brand6,phone
36958.08517,51.52612079,11/3/2018,International,PRICE_PRIORITY,brand6,phone
35227.27252,0,11/1/2018,International,HOUSE,brand6,phone
32311.86063,0,11/2/2018,International,HOUSE,brand6,phone
31926.15677,0,11/4/2018,United States,HOUSE,brand6,phone
31569.36738,0,10/29/2018,International,HOUSE,brand6,phone
30120.52172,262.515165,10/31/2018,United States,PREFERRED_DEAL,brand6,phone
28923.67039,62.79833251,11/3/2018,United States,PREFERRED_DEAL,brand6,desktop
24738.2576,0,11/2/2018,United States,HOUSE,brand6,phone
22856.73912,0,11/3/2018,International,HOUSE,brand6,phone
19759.27686,29.36441222,11/3/2018,International,adx,brand6,desktop
18626.43988,0,11/4/2018,International,HOUSE,brand6,phone
16512.498,87.29099219,11/2/2018,International,STANDARD,brand6,phone
15566.32714,0,11/1/2018,United States,HOUSE,brand6,phone
14751.12509,109.7369382,11/2/2018,United States,adx,brand6,desktop
13545.7113,153.8157577,11/3/2018,International,STANDARD,brand6,phone
12607.72957,301.0020632,11/4/2018,International,STANDARD,brand6,phone
12399.87775,157.7405962,10/31/2018,United States,adx,brand6,phone
11754.00587,38.62005594,11/4/2018,International,PRICE_PRIORITY,brand6,phone
11625.80535,7612.301386,10/30/2018,United States,STANDARD,brand6,phone
10793.79216,145.3648955,10/30/2018,United States,PREFERRED_DEAL,brand6,phone
10447.08944,21.30302528,10/30/2018,International,adx,brand6,desktop
10440.44969,14.7411497,11/4/2018,United States,PRICE_PRIORITY,brand6,desktop
10292.43017,89.17496004,10/29/2018,International,STANDARD,brand6,phone
9460.17907,44.87464632,11/2/2018,United States,PRICE_PRIORITY,brand6,phone
9330.838585,25.98043504,11/4/2018,International,adx,brand6,desktop
8232.362067,37.18557816,10/30/2018,International,STANDARD,brand6,phone
8069.038945,66.07137001,10/30/2018,United States,adx,brand6,desktop
7866.429806,1451.098415,11/2/2018,United States,STANDARD,brand6,desktop
7597.633434,0,10/31/2018,International,HOUSE,brand6,desktop
7496.473655,48.23310821,11/1/2018,United States,PREFERRED_DEAL,brand6,desktop
7319.809465,92.81946054,11/3/2018,United States,adx,brand6,desktop
7231.568128,59.18843917,11/3/2018,International,STANDARD,brand6,desktop
7126.518781,62.44676028,11/1/2018,International,adx,brand6,phone
6998.444052,0,10/31/2018,United States,HOUSE,brand6,phone
6362.290088,4.166184199,11/2/2018,International,PRICE_PRIORITY,brand6,desktop
6266.394729,0,11/1/2018,International,HOUSE,brand6,desktop
6232.895657,68.61684063,11/1/2018,International,STANDARD,brand6,phone
6095.895524,0,10/29/2018,International,HOUSE,brand6,desktop
6035.782246,1317.184863,11/2/2018,United States,STANDARD,brand6,phone
5613.657876,10.72801613,10/31/2018,United States,SPONSORSHIP,brand6,desktop
5533.720963,0,11/3/2018,International,SPONSORSHIP,brand6,phone
5470.168529,0.801479818,11/2/2018,International,adx,brand6,desktop
5424.869956,44.83865327,10/31/2018,United States,adx,brand6,desktop
5311.353603,0,10/30/2018,International,SPONSORSHIP,brand6,phone
5284.84388,7.684153338,10/30/2018,International,PRICE_PRIORITY,brand6,desktop
5243.073797,0.209887717,11/4/2018,International,SPONSORSHIP,brand6,desktop
5213.257818,4.212412853,10/31/2018,International,PRICE_PRIORITY,brand6,desktop
4810.410177,4.975057051,11/1/2018,International,adx,brand6,desktop
4566.241872,14.06394589,11/3/2018,United States,SPONSORSHIP,brand6,desktop
4344.73978,54.77138892,10/29/2018,United States,adx,brand6,desktop
4343.016759,125.6923643,11/2/2018,International,STANDARD,brand6,desktop
4321.040316,0,10/30/2018,International,HOUSE,brand6,desktop
4110.787019,18.83460222,10/30/2018,United States,SPONSORSHIP,brand6,desktop
4098.261419,0,10/29/2018,International,SPONSORSHIP,brand6,phone
4005.919739,3.622424667,10/31/2018,International,STANDARD,brand6,phone
3733.755513,12.97178107,11/2/2018,United States,SPONSORSHIP,brand6,desktop
3629.278794,8.040008481,11/2/2018,International,PRICE_PRIORITY,brand6,phone
3540.146281,0,11/2/2018,International,SPONSORSHIP,brand6,phone
3509.592501,0.628132403,10/30/2018,International,SPONSORSHIP,brand6,desktop
3499.60742,0.339777929,10/31/2018,International,SPONSORSHIP,brand6,desktop
3489.545681,8.525876283,11/3/2018,International,PRICE_PRIORITY,brand6,desktop
3412.771203,0,11/4/2018,International,SPONSORSHIP,brand6,phone
3314.54162,0.139390357,10/29/2018,International,SPONSORSHIP,brand6,desktop
3216.935984,6.66314354,10/29/2018,International,PRICE_PRIORITY,brand6,desktop
3028.128575,0,11/4/2018,International,HOUSE,brand6,desktop
3012.397195,0,11/3/2018,International,HOUSE,brand6,desktop
2837.810688,0.569662435,11/2/2018,International,SPONSORSHIP,brand6,desktop
2695.608656,14.65527089,11/4/2018,United States,SPONSORSHIP,brand6,desktop
2467.032249,0,10/29/2018,United States,SPONSORSHIP,brand6,phone
2460.564183,6.311918369,11/1/2018,United States,adx,brand6,desktop
2313.171422,0,11/2/2018,International,HOUSE,brand6,desktop
2225.665663,0,10/30/2018,United States,SPONSORSHIP,brand6,phone
2197.664785,32.7415628,11/2/2018,United States,PREFERRED_DEAL,brand6,desktop
2140.657547,14.918546,11/1/2018,United States,SPONSORSHIP,brand6,desktop
2122.249079,4.926961837,11/4/2018,International,PRICE_PRIORITY,brand6,desktop
2091.809768,0.033527009,11/1/2018,International,SPONSORSHIP,brand6,desktop
2082.846325,0.370007584,11/3/2018,International,SPONSORSHIP,brand6,desktop
2076.26294,0,10/29/2018,United States,HOUSE,brand6,phone
1995.217511,0,10/31/2018,United States,HOUSE,brand6,desktop
1851.84172,2.588680322,11/4/2018,United States,PREFERRED_DEAL,brand6,desktop
1777.190606,6.80315104,11/1/2018,International,PRICE_PRIORITY,brand6,desktop
1660.950384,9.181877164,10/29/2018,International,STANDARD,brand6,desktop
1656.013812,0,11/3/2018,United States,HOUSE,brand6,phone
1642.564273,0,10/31/2018,United States,SPONSORSHIP,brand6,phone
1400.344796,1.746206973,11/2/2018,United States,PRICE_PRIORITY,brand6,desktop
1346.9836,3.475809748,11/1/2018,United States,PRICE_PRIORITY,brand6,desktop
1151.161386,17.18149577,10/31/2018,International,adx,brand6,desktop
1146.714871,0,10/29/2018,United States,HOUSE,brand6,desktop
955.0451559,10.5435364,11/3/2018,United States,PRICE_PRIORITY,brand6,desktop
880.7334265,0,10/31/2018,International,SPONSORSHIP,brand6,phone
739.5982353,9.046970092,10/29/2018,International,adx,brand6,desktop
730.4858947,6.545148846,10/30/2018,International,STANDARD,brand6,desktop
541.132955,125.7841904,11/4/2018,International,STANDARD,brand6,desktop
523.8171287,2.664960812,10/29/2018,United States,PREFERRED_DEAL,brand6,desktop
438.2524094,0,11/1/2018,International,SPONSORSHIP,brand6,phone
393.058364,0.95796395,10/31/2018,United States,PREFERRED_DEAL,brand6,desktop
325.3563654,67.84008887,11/4/2018,United States,adx,brand6,desktop
274.2219139,0,10/30/2018,United States,HOUSE,brand6,phone
250.3841502,30.14347131,11/1/2018,International,STANDARD,brand6,desktop
219.3134384,0.806357301,10/29/2018,United States,PRICE_PRIORITY,brand6,desktop
208.0606851,0,11/2/2018,United States,SPONSORSHIP,brand6,phone
171.8665868,0,11/3/2018,United States,SPONSORSHIP,brand6,phone
130.8719255,0.837177974,10/31/2018,International,STANDARD,brand6,desktop
116.9694741,0,11/1/2018,United States,HOUSE,brand6,desktop
105.8602248,0,11/4/2018,United States,SPONSORSHIP,brand6,phone
95.79883855,0,11/3/2018,United States,HOUSE,brand6,desktop
44.12896436,0.842815354,10/30/2018,United States,PRICE_PRIORITY,brand6,desktop
32.91806337,0,11/4/2018,United States,HOUSE,brand6,desktop
17.81690765,2.305530806,10/30/2018,United States,PREFERRED_DEAL,brand6,desktop
13.04285951,0,11/2/2018,United States,HOUSE,brand6,desktop
10.14916287,0,11/1/2018,United States,SPONSORSHIP,brand6,phone
3.087013544,0,10/30/2018,United States,HOUSE,brand6,desktop
1.734673696,0.554225162,10/31/2018,United States,PRICE_PRIORITY,brand6,desktop
699638.3405,3760.280306,10/29/2018,United States,STANDARD,brand7,desktop
590777.6643,5193.771217,11/2/2018,United States,STANDARD,brand7,desktop
569461.562,1519.256382,11/3/2018,United States,STANDARD,brand7,desktop
473439.74,2715.442704,11/2/2018,United States,STANDARD,brand7,phone
422760.4384,9462.904301,10/29/2018,United States,STANDARD,brand7,phone
360271.2,5629.026027,10/30/2018,United States,STANDARD,brand7,phone
300779.744,6914.653253,10/31/2018,United States,STANDARD,brand7,desktop
299692.4082,6524.88598,10/31/2018,United States,STANDARD,brand7,phone
268703.2201,683.0877835,11/1/2018,United States,STANDARD,brand7,desktop
188316.2012,12635.60566,11/4/2018,United States,STANDARD,brand7,desktop
52856.04191,5358.710852,10/30/2018,United States,STANDARD,brand7,desktop
44334.3266,38.99277718,11/4/2018,United States,adx,brand7,phone
42026.35091,21.22286087,11/3/2018,International,adx,brand7,desktop
35688.08542,789.288194,10/30/2018,United States,SPONSORSHIP,brand7,desktop
31980.74927,11.17683579,11/2/2018,International,adx,brand7,desktop
30998.07834,630.9937673,10/31/2018,United States,SPONSORSHIP,brand7,desktop
28085.95546,39.77106891,10/31/2018,International,adx,brand7,desktop
27271.79858,3249.309757,11/4/2018,United States,STANDARD,brand7,phone
26798.61555,33.51451734,10/29/2018,International,adx,brand7,desktop
25563.33114,0.019524341,11/1/2018,International,adx,brand7,phone
23157.5463,5.704172728,11/4/2018,International,PRICE_PRIORITY,brand7,desktop
21112.58695,26.80337702,11/4/2018,International,adx,brand7,phone
20654.78275,33.92007751,11/4/2018,United States,PREFERRED_DEAL,brand7,phone
19682.79905,12.02687326,11/2/2018,International,PRICE_PRIORITY,brand7,desktop
19458.72531,0.723676713,10/29/2018,International,adx,brand7,phone
18982.29806,8.07988868,11/3/2018,International,adx,brand7,phone
18798.48067,3188.369057,10/29/2018,United States,SPONSORSHIP,brand7,desktop
18161.32592,1.512938127,11/3/2018,United States,adx,brand7,phone
18065.11462,18.19991227,11/4/2018,United States,PRICE_PRIORITY,brand7,phone
17834.54476,967.616296,11/2/2018,United States,SPONSORSHIP,brand7,desktop
17350.51077,47.67038263,11/4/2018,United States,PREFERRED_DEAL,brand7,desktop
16513.39932,0.011663298,10/29/2018,International,SPONSORSHIP,brand7,desktop
14093.9403,15.09203205,10/30/2018,United States,adx,brand7,desktop
13766.16955,16.82413488,11/4/2018,International,adx,brand7,desktop
12821.94599,67.61253218,11/2/2018,United States,PREFERRED_DEAL,brand7,phone
12127.85221,2.093625528,11/3/2018,International,SPONSORSHIP,brand7,desktop
11076.17537,2.828037674,11/1/2018,International,PRICE_PRIORITY,brand7,desktop
10827.48111,1.079632244,11/2/2018,International,SPONSORSHIP,brand7,desktop
10388.76309,34.53872936,11/1/2018,International,adx,brand7,desktop
10104.35967,18.17146075,10/30/2018,International,adx,brand7,phone
10090.43034,2.433215834,11/4/2018,United States,PRICE_PRIORITY,brand7,desktop
9502.977331,795.1116436,11/3/2018,United States,SPONSORSHIP,brand7,desktop
9306.044384,1.965253519,10/31/2018,International,SPONSORSHIP,brand7,desktop
9048.995311,104.1157922,11/4/2018,International,STANDARD,brand7,desktop
8414.955086,0,11/2/2018,International,HOUSE,brand7,desktop
8306.159353,41.93407462,11/1/2018,United States,PREFERRED_DEAL,brand7,phone
8304.896046,2.021009497,10/30/2018,International,PRICE_PRIORITY,brand7,desktop
7998.644307,0,10/31/2018,International,HOUSE,brand7,desktop
7846.547813,4120.207144,11/1/2018,United States,STANDARD,brand7,phone
7740.859529,139.0945977,10/29/2018,United States,adx,brand7,desktop
7480.861239,2.021254121,10/30/2018,International,SPONSORSHIP,brand7,desktop
7352.590184,0.812313401,11/4/2018,International,SPONSORSHIP,brand7,desktop
7126.537011,20.52952762,11/4/2018,United States,adx,brand7,desktop
7103.304519,0,11/1/2018,International,HOUSE,brand7,phone
7052.169,56.55714228,10/29/2018,United States,PRICE_PRIORITY,brand7,desktop
6870.726202,0,11/4/2018,International,HOUSE,brand7,desktop
6667.502153,49.71865304,10/31/2018,International,STANDARD,brand7,desktop
6518.390278,15.08230084,10/30/2018,International,STANDARD,brand7,desktop
6439.18246,90.15685091,11/1/2018,International,STANDARD,brand7,desktop
5819.262393,20.56635103,10/31/2018,United States,adx,brand7,desktop
5684.542345,23.59315444,11/2/2018,International,STANDARD,brand7,phone
5606.147351,11.28064812,11/1/2018,United States,adx,brand7,phone
5562.618804,0.521984421,11/1/2018,International,SPONSORSHIP,brand7,desktop
5076.516133,0,11/3/2018,International,HOUSE,brand7,desktop
